Fact,2007-12-29,2008-12-27,2009-06-27,2009-09-26,2009-12-26,2010-03-27,2010-05-12,2010-06-26,2010-09-25,2010-12-25,2011-03-26,2011-06-25,2011-06-26,2011-09-24,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-02-28,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-05-13,2014-05-31,2014-06-28,2014-09-22,2014-09-27,2014-12-27,2015-02-24,2015-02-28,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-05-31,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2017-12-31,2018-03-31,2018-06-08,2018-06-30,2018-09-29,2018-10-31,2018-12-29,2019-01-01,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-24,2022-12-31,2023-02-28,2023-04-01,2023-07-01,2023-09-30,2023-12-30,2024-03-30,2024-06-29,2024-09-28,2024-12-28
OperatingLeasePayments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6046000,5421000,5499000,24835000,,,,25390000,,,,27793000,,,,,33150000,,,,,34967000,,,,29603000
OperatingLeaseRightOfUseAsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77566000,,71853000,,152664000,,,,,162930000,,,,,171616000,,,,146916000
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,131940000,,,,115186000,,,,,118442000,,,,,,,116694000,,,,,,101617000,,,,,97158000,,,,99917000,,,,,,,146815000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,23769000,,,,21627000,,,,,27490000,,,,,,,24525000,,,,,,20816000,,,,,21459000,,,,21562000,,,,,,,18757000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,11841000,,,,8905000,,,,,8871000,,,,,,,9096000,,,,,,7894000,,,,,7656000,,,,7325000,,,,,,,8866000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,14173000,,,,12300000,,,,,13225000,,,,,,,12171000,,,,,,9510000,,,,,11355000,,,,12227000,,,,,,,11932000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,16865000,,,,16023000,,,,,17406000,,,,,,,16166000,,,,,,13587000,,,,,12874000,,,,15639000,,,,,,,13992000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,19596000,,,,19068000,,,,,22547000,,,,,,,19694000,,,,,,17824000,,,,,16904000,,,,15839000,,,,,,,16830000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,45696000,,,,37263000,,,,,28903000,,,,,,,35042000,,,,,,31986000,,,,,26910000,,,,27325000,,,,,,,76438000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeasesRentExpenseNet,,,,,16293000,,,,,15652000,,,,,22775000,,,,24645000,,,,,26567000,,,,,,,28580000,,,,,,25546000,,,,,24756000,,,,25612000,,,,,,,25549000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatingLeaseWeightedAverageDiscountRatePercent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.039,0.039,0.039,0.038,,,,0.035,,,,0.04,,,,,0.042,,,,,0.044,,,,0.046
OtherAssetsMiscellaneousNoncurrent,,,,,,,,,,35382000,,58420000,,54040000,115511000,124169000,123496000,127326000,126938000,,100826000,100898000,95838000,123895000,132789000,,,136258000,,135422000,143159000,,,131201000,136586000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherAssetsNoncurrent,,,,,28961000,,,61012000,54733000,56526000,57839000,58420000,,54040000,115511000,124169000,123496000,127326000,126938000,,100826000,100898000,95838000,123895000,132789000,,,136258000,,135422000,143159000,,,131201000,136586000,129138000,125928000,115711000,,111817000,103806000,154692000,149896000,155583000,160780000,134438000,,133595000,,125670000,124680000,,114479000,,209865000,206982000,189257000,212257000,193652000,200828000,202783000,203293000,203620000,285269000,276267000,251951000,253574000,276466000,263422000,,240141000,,234366000,257502000,256821000,273370000,268247000,262229000,264649000,253159000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,28952000,1411000,-346000,,-1092000,22365000,1871000,-1238000,1962000,-35020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,,,,,35020000,,936000,894000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,28952000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,,,,,,,,,,,,,-3335000,,,,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,,,,,400000,,100000,200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-14342000,11074000,18114000,20264000,-6878000,,-34655000,10006000,20748000,23482000,34042000,,-20273000,-20530000,,,,15741000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,17486000,,,,,17740000,,,,,-18623000,,,,14506000,,-12603000,-62263000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,17486000,,,,,20748000,22071000,10906000,,-53223000,-21976000,29562000,-30821000,23747000,15741000,,-9620000,-52962000,18124000,-71698000,11637000,,,13869000,,-59001000,-82275000,,,-58178000,18328000,-53518000,-96694000,2513000,,-2296000,770000,-58315000,19390000,21551000,19530000,79279000,,6804000,,-46953000,-10632000,,-65436000,,2266000,1049000,-23781000,-2506000,-49381000,18888000,14391000,21483000,-12633000,10690000,-15018000,-31405000,11062000,-43666000,-46000000,,-44741000,,8189000,11967000,-28342000,25261000,-21418000,-18768000,33314000,-70145000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,,,,,,,,,,,,,,,-1446000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-34581000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationAndTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,443000,-73000,-26000,1598000,22000,-313000,307000,0,0,0,,,,,,,,,,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossAfterReclassificationTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,2037000,,352000,,-2261000,3933000,-5443000,-1815000,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossBeforeReclassificationAfterTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,,0,-2467000,-2467000,0,,-2467000,,-2467000,0,0,0,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossCashFlowHedgeGainLossReclassificationAfterTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74000,,,,,,,-423000,,,,,64000,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossCashFlowHedgeReclassificationForDiscontinuanceBeforeTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411000,,411000,,411000,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,,,,,,,,,-3335000,,,,400000,,100000,100000,,400000,100000,,,-33000,,983000,6414000,,,,,-439000,-201000,,,,0,4300000,-526000,0,-721000,-1621000,,-863000,,-2467000,-910000,,4814000,,2314000,-5347000,9315000,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,,,,,-20530000,29562000,-30821000,23747000,15741000,,-14814000,-52962000,18124000,-57945000,11637000,,,13869000,,,-82275000,,,,,,-96694000,,,,,-58315000,,,,,,,,,,,,,,,,,,,,21483000,,,,-31405000,,,,,-18764000,,,,,25261000,,,,-70145000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,,,,,,,,,,,,,-1446000,,,,,,5194000,5194000,5194000,-5194000,,,,,,,0,,,,,,0,,,,,0,,0,0,0,,,,-9203000,0,,9203000,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationNetOfTax,,,,,,,,,,,,,,,,,,,,,-5194000,-5194000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,,,,,,,,,,,,,,,,,,,57945000,,,,,,,82275000,,,,,,96694000,,,,,58315000,,,,-79279000,,,,,,,56233000,,,,,2506000,,,,-21483000,,,,31405000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,-1500000,31533000,-31959000,25809000,-18879000,,-15650000,-52820000,19081000,-98827000,11504000,,,13222000,,-51682000,-89570000,,,-57866000,19098000,-53829000,-137169000,2532000,,-2277000,2760000,-78156000,18883000,21019000,18809000,66787000,,5941000,,-35143000,-11542000,,-21534000,,4580000,-4298000,-14466000,-10429000,-33941000,15365000,10624000,5608000,1757000,25147000,-27658000,45540000,32060000,-58055000,-40996000,,-13097000,,9069000,10876000,-25841000,2825000,-22132000,-18783000,31989000,-60215000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,,,17486000,,,,,46692000,23482000,6992000,,-54182000,407000,31533000,-31959000,25809000,-18879000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,,,,,,,,,-20114000,,-13439000,-62957000,-43630000,-91623000,12175000,,,25481000,,-24386000,-86748000,,,-55771000,-37075000,,-132785000,,,,,-79141000,,,,67337000,,,,,,,,,,,,,,,,,,,,46659000,,,,,-11782000,,8776000,10531000,-26030000,1673000,-21975000,-18618000,31669000,-59539000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,,,,,,,,,-22365000,-1871000,1238000,-1962000,35020000,,936000,-42000,-857000,41282000,233000,,,614000,,-1116000,13709000,,,-294000,-751000,0,40274000,,,,,24141000,,,,10871000,,,,,,,-29885000,,,,,10828000,0,0,0,17349000,-832000,-843000,-163000,-76718000,-686000,-124000,-115000,,-1345000,,-91000,-95000,-95000,23326000,-381000,-381000,-396000,-9569000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,,,,,,,8697000,,,,-12377000,,,,,-10143000,,,,,,,-3450000,,,,,,-10732000,,,,,-26000,,,,-501000,,,,,,,8177000,,,,,-2710000,,,,-4183000,,,,25736000,,,,,-606000,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,,,,,,-233000,,,-100000,-400000,,-100000,-100000,-100000,-400000,-100000,,,33000,,-383000,-594000,,,-18000,-19000,-18000,-74000,-19000,,-19000,-18000,-74000,-19000,-18000,-19000,-74000,,-19000,,-25000,-395000,,-423000,,16000,16000,16000,,16000,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,,,,,,,,,,,100000,100000,,,,100000,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,,,,,,,,3568000,,-133000,-233000,-100000,-100000,-100000,-400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,,,,-3568000,,-3568000,-3568000,100000,100000,100000,,,100000,100000,100000,0,,,,,,4837000,4837000,,,294000,751000,110000,2855000,0,,0,0,0,0,0,0,0,,-93000,,1438000,226000,,,,1021000,-2109000,-21000,,,,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,4226000,,,,-1695000,,-1695000,,,,,5291000,,5291000,,,1154000,,,,7289000,,,,0,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2646000,,,,-880000,,,,,,,1894000,,,,,384000,,,,2428000,,,,0,,,,,,,,,,,,,,
OtherLiabilitiesNoncurrent,,,,,7010000,,,50585000,45904000,47713000,47786000,45118000,,43068000,41418000,42764000,41328000,42039000,44252000,,49163000,48854000,49417000,51731000,53340000,,,54503000,,48707000,45542000,,,45849000,43142000,41811000,40290000,39953000,,38285000,33104000,14910000,15508000,17275000,13557000,20585000,,21043000,,20385000,19311000,,10394000,,13996000,13261000,11113000,8904000,9099000,9066000,45587000,58657000,61271000,115189000,84273000,89743000,61674000,50978000,11502000,,13480000,,8581000,8527000,13418000,12818000,11697000,11423000,50011000,20813000
OtherNoncashIncomeExpense,,,,,505000,,,19000,,393000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtherNonoperatingIncomeExpense,,-7128000,1608000,2106000,2340000,-77000,,47000,58000,676000,390000,504000,,-1670000,-2643000,1577000,-1977000,1307000,347000,,1556000,123000,-584000,2373000,-5812000,,,1903000,,-2344000,-4084000,,,1016000,-28000,-1230000,2637000,-1678000,,1252000,878000,16384000,1045000,-192000,350000,-2571000,,-969000,,1594000,1428000,,2473000,,1014000,156000,768000,2204000,1810000,-694000,233000,3073000,3449000,4204000,2644000,12798000,3642000,2073000,2822000,,12805000,,-2376000,-2382000,165000,-11085000,-105000,-1250000,-2307000,-3524000
PaymentsForDerivativeInstrumentFinancingActivities,,,,,,,,,,,,3568000,,3568000,3568000,,,0,,,,,0,,,,,,,-4837000,-4981000,,,,,,,,,,,0,,,0,0,,,,2467000,2467000,,2467000,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,
PaymentsForProceedsFromHedgeInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5123000,-5123000,,863000,,1621000,1621000,,1621000,,0,-11184000,-11184000,-11184000,,-11983000,-11983000,-11983000,,0,0,0,,,,,,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,,314000,68000,2454000,797000,-2547000,,-1516000,-2062000,-11049000,-999000,-1948000,,-793000,3161000,-2673000,-1837000,-80000,-44000,,-2789000,133000,-1231000,-602000,990000,,,2940000,,-2992000,619000,,,-2930000,-5896000,-5980000,-6826000,2322000,,1608000,2824000,255000,1715000,2467000,3462000,2295000,,1782000,,-2404000,2371000,,1922000,,1667000,-3893000,-2117000,-545000,1436000,1137000,-2543000,3027000,1947000,1669000,-1891000,-1237000,2007000,-1117000,108000,,1087000,,449000,1127000,898000,1381000,3769000,3402000,1649000,3900000
PaymentsForRepurchaseOfCommonStock,,8504000,2146000,3440000,4067000,1595000,,1961000,2144000,876000,18153000,18443000,,19829000,4802000,7747000,14086000,19116000,,,,,0,0,,,,77084000,,316296000,395045000,,,72900000,121020000,148220000,168983000,16939000,,28621000,46581000,53800000,0,0,0,0,,14790000,,43999000,86919000,,114805000,,9421000,38350000,55172000,62915000,20481000,20481000,28006000,56491000,11131000,21600000,24101000,26100000,0,9776000,20491000,,40474000,,111115000,135115000,166663000,345279000,,14941000,55069000,70069000
PaymentsForRestructuring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7165000,-17283000,794000,,1493000,4430000,7862000,2323000,3823000,4974000,4962000,,4239000,,8661000,13078000,,20191000,,3872000,4743000,9219000,10056000,,1707000,4875000,6295000,12660000,12660000,,,,,,,,,,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,,,,,3858000,3858000,3858000,,1284000,,1284000,1339000,,,1703000,1747000,,,,0,0,,,,,,5464000,7644000,,,,0,0,0,,,11009000,,0,,0,0,0,,,,2322000,2322000,,2322000,,,0,0,0,,,,0,,,,2267000,,,,,,,,,,,,,,
PaymentsOfDividendsCommonStock,,12251000,6813000,10753000,14695000,3944000,,7892000,12240000,16588000,4358000,8710000,,13467000,18227000,4767000,9545000,15530000,21520000,,6001000,12021000,18717000,25414000,6706000,,,13427000,,23357000,32443000,,,9086000,17956000,26708000,35357000,8571000,,17098000,25604000,34053000,8445000,16913000,25386000,33862000,,8510000,,17003000,25415000,,33726000,,8213000,16425000,24554000,32642000,8079000,17704000,27316000,36930000,9556000,20181000,30794000,41412000,10616000,22337000,34080000,,45813000,,11742000,24376000,36983000,49515000,12126000,24239000,36337000,48358000
PaymentsOfDividendsMinorityInterest,,538000,289000,289000,956000,,,3477000,12265000,13071000,,4958000,,4958000,4958000,431000,1379000,1379000,1944000,,1476000,1767000,1767000,1767000,351000,,,1340000,,1340000,2919000,,,1290000,1669000,2323000,2634000,0,,1923000,2527000,2938000,422000,2889000,3895000,5674000,,1281000,,4852000,5737000,,7055000,,838000,4459000,6549000,7737000,5342000,5642000,5642000,5642000,0,0,0,0,0,0,0,,714000,,654000,662000,662000,662000,664000,664000,664000,664000
PaymentsToAcquireAdditionalInterestInSubsidiaries,,,,,,,,,,,,25253000,,25253000,25253000,,,0,,,,,,9324000,,,,,,0,0,,,,,,0,,,,,11009000,,,,0,,5510000,,5510000,5510000,,5510000,,23082000,27845000,27845000,27845000,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireBusinessesGross,,,,,,,,444119000,447867000,,,1539000,,1539000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,,146713000,,,,7460000,,245310000,249057000,249057000,,1539000,,1539000,1539000,,,0,45687000,,54714000,53152000,53152000,63152000,120483000,,,120483000,,137438000,185710000,,,,,0,12778000,,,,0,0,0,0,5362000,5362000,,4800000,,9300000,125309000,,143020000,,57106000,81841000,81841000,81841000,8804000,15862000,15862000,15862000,0,312500000,312500000,312500000,,39297000,39287000,,39287000,,,,31839000,32676000,,,,
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,,,6169000,,,,1283000,,,,0,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,50879000,24550000,38718000,44129000,4555000,,11025000,20283000,36092000,12609000,27911000,,46366000,83069000,20134000,39221000,58700000,97074000,,21845000,54258000,75072000,106753000,23526000,,,46991000,,63412000,73023000,,,16615000,24758000,34447000,45468000,13961000,,26019000,42233000,57920000,14168000,26183000,39898000,55266000,,16248000,,31816000,48919000,,71985000,,21109000,49310000,71981000,97425000,23580000,48165000,70960000,106700000,27565000,48824000,80509000,107790000,27095000,49676000,67122000,,93288000,,22361000,45393000,71233000,96771000,15010000,33328000,53833000,79451000
PaymentsToMinorityShareholders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,11009000,11009000,,0,0,0,,,5510000,,5510000,5510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PensionContributions,,,,,,,,,,,,10086000,,11754000,11860000,10750000,10750000,11591000,11591000,,10346000,10346000,16755000,17619000,17484000,,,17484000,,18245000,18173000,,,15735000,15735000,15735000,16500000,0,,712000,712000,1488000,25379000,25379000,26064000,40245000,,731000,,731000,1555000,,1537000,,13943000,13682000,17426000,18461000,17039000,17138000,17398000,35399000,964000,970000,970000,1924000,0,17155000,17155000,,17155000,,15259000,15259000,15259000,17345000,16714000,18009000,19539000,19599000
PensionExpense,,,,,,,,,,5874000,1497000,2962000,,4544000,5449000,1021000,2050000,3076000,4281000,,1633000,3245000,4870000,6569000,662000,,,1334000,,2003000,2638000,,,-150000,-305000,-460000,-610000,384000,,959000,1486000,1870000,154000,314000,481000,648000,,-594000,,-1159000,-1713000,,-2251000,,-132000,-259000,-382000,,,,,,,,,,,,,,,,,,,,,,,
PensionExpenseReversalOfExpenseNoncash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648000,,,,,,,-2251000,,-132000,-259000,-382000,-513000,-1763000,-3547000,-5401000,-7311000,-3676000,-7400000,-11051000,-14567000,-2705000,-5242000,-7597000,,-10087000,,61000,122000,186000,249000,158000,317000,482000,640000
PercentageOfLIFOInventory,,,,,,,,,,0.32,,0.37,,0.36,0.4,0.37,0.39,0.38,0.43,,0.4,0.4,0.4,0.43,0.44,,,0.41,,0.43,0.44,,,0.41,0.36,0.38,0.39,0.39,,0.38,0.38,0.38,0.36,0.35,0.36,0.37,,0.37,,0.37,0.35,,0.37,,0.37,0.34,0.38,0.41,,,,,,,,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,,,,,1,,,,,1,,,,,1,1,1,1,1,,1,1,1,1,1,,,1,,1,1,,,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,,1,,1,1,,1,,,,1,,,,1,,,,,,,,,,,,,,
PreferredStockSharesAuthorized,,,,,500000,,,500000,500000,500000,500000,500000,,500000,500000,500000,500000,500000,500000,,500000,500000,500000,500000,500000,,,500000,,500000,500000,,,500000,500000,500000,500000,500000,,500000,500000,500000,500000,500000,500000,500000,,500000,,500000,500000,,500000,,500000,500000,,500000,,,,500000,,,,500000,,,,,,,,,,,,,,
PreferredStockSharesIssued,,,,,0,,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,,0,,,,0,,,,0,,,,,,,,,,,,,,
PreferredStockValue,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,,0,,0,0,,0,,,,0,,,,,,,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,,,,,,,,,,23806000,,30862000,,28832000,25765000,27881000,29772000,30106000,25144000,,33555000,33587000,35071000,22997000,57913000,,,66916000,,64673000,56912000,,,48344000,56653000,52208000,46137000,46080000,,63650000,69231000,57297000,54532000,43545000,50064000,27478000,95150000,127251000,,127843000,40655000,,42800000,,54379000,44942000,50420000,32043000,63306000,51113000,51745000,59804000,89522000,103022000,95965000,83646000,105233000,87070000,107476000,,87697000,,107365000,99994000,97302000,92479000,91114000,92560000,98165000,87197000
ProceedsFromDerivativeInstrumentFinancingActivities,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,4837000,4981000,,,,,0,0,,,,,0,,0,,,,,,-2467000,,,2467000,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromHedgeInvestingActivities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,0,5123000,5123000,5123000,,-863000,,-1621000,,,-1621000,,,,,,,,,,,,,,,,,,,,,,,,2711000,2711000,2711000,
ProceedsFromIssuanceOfDebt,,,,,,,,,,,,150000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,188893000,10001000,10001000,10001000,191000000,,491000000,491000000,491680000,23000000,187770000,,213832000,277832000,3000000,39126000,39126000,39126000,,,68000,274000,274000,,,,,,652540000,652211000,,,,33000000,37000000,68000000,,,0,0,0,,0,,0,,0,,237641000,236936000,,251655000,,10000000,31000000,31000000,31000000,10000000,88872000,88872000,88872000,4181000,149342000,236710000,312485000,97000000,201462000,235470000,,253999000,,125000000,165012000,215012000,370012000,10000,15009000,30009000,30009000
ProceedsFromMinorityShareholders,,,,,,,,,,,,,,,,,1404000,1404000,1404000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfLongTermDebtAndCapitalSecurities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,236936000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfShortTermDebt,,1712000,-1917000,5398000,-7652000,-1458000,,-2148000,2549000,-3075000,816000,2160000,,2152000,2698000,725000,5931000,4096000,1828000,,-573000,2620000,3439000,5510000,-4056000,,,-1861000,,-1065000,-4472000,,,1155000,-5890000,-12322000,-12853000,1352000,,2593000,-128000,-200000,198000,-369000,-549000,-585000,,219000,,130000,3217000,,10543000,,9327000,9886000,9284000,11327000,,,,,,,,,,,,,,,,,,,,,,
